id,name,region,level,type,lat,lon,relations
CUS-I-101,Centro de Salud Cusco #101,Cusco,I-3,Centro de Salud,-13.151009,-71.466045,"[{""target_id"": ""CUS-HII-003"", ""weight_km"": 45.809, ""level_gap"": 1}, {""target_id"": ""CUS-HII-011"", ""weight_km"": 58.572, ""level_gap"": 1}, {""target_id"": ""CUS-HII-005"", ""weight_km"": 67.457, ""level_gap"": 1}, {""target_id"": ""APU-HII-010"", ""weight_km"": 156.875, ""level_gap"": 1}]"
CUS-I-102,Centro de Salud Cusco #102,Cusco,I-2,Centro de Salud,-13.085259,-72.149384,"[{""target_id"": ""CUS-HII-005"", ""weight_km"": 13.757, ""level_gap"": 1}, {""target_id"": ""CUS-HII-003"", ""weight_km"": 28.647, ""level_gap"": 1}, {""target_id"": ""CUS-HII-009"", ""weight_km"": 33.208, ""level_gap"": 1}, {""target_id"": ""APU-HII-010"", ""weight_km"": 94.016, ""level_gap"": 1}]"
CUS-I-103,Centro de Salud Cusco #103,Cusco,I-3,Centro de Salud,-13.717995,-72.212402,"[{""target_id"": ""CUS-HII-008"", ""weight_km"": 4.556, ""level_gap"": 1}, {""target_id"": ""CUS-HII-004"", ""weight_km"": 15.731, ""level_gap"": 1}, {""target_id"": ""CUS-HII-012"", ""weight_km"": 23.302, ""level_gap"": 1}, {""target_id"": ""APU-HII-008"", ""weight_km"": 62.765, ""level_gap"": 1}]"
CUS-I-104,Puesto de Salud Cusco #104,Cusco,I-4,Puesto de Salud,-14.163088,-72.635512,"[{""target_id"": ""CUS-HII-012"", ""weight_km"": 44.211, ""level_gap"": 1}, {""target_id"": ""CUS-HII-008"", ""weight_km"": 67.189, ""level_gap"": 1}, {""target_id"": ""CUS-HII-002"", ""weight_km"": 72.868, ""level_gap"": 1}, {""target_id"": ""APU-HII-008"", ""weight_km"": 9.44, ""level_gap"": 1}]"
CUS-I-105,Puesto de Salud Cusco #105,Cusco,I-2,Puesto de Salud,-13.131309,-71.949333,"[{""target_id"": ""CUS-HII-003"", ""weight_km"": 6.618, ""level_gap"": 1}, {""target_id"": ""CUS-HII-005"", ""weight_km"": 16.481, ""level_gap"": 1}, {""target_id"": ""CUS-HII-009"", ""weight_km"": 54.49, ""level_gap"": 1}, {""target_id"": ""APU-HII-010"", ""weight_km"": 109.529, ""level_gap"": 1}]"
CUS-I-106,Centro de Salud Cusco #106,Cusco,I-2,Centro de Salud,-13.306156,-71.458363,"[{""target_id"": ""CUS-HII-011"", ""weight_km"": 42.021, ""level_gap"": 1}, {""target_id"": ""CUS-HII-003"", ""weight_km"": 50.628, ""level_gap"": 1}, {""target_id"": ""CUS-HII-005"", ""weight_km"": 69.248, ""level_gap"": 1}, {""target_id"": ""APU-HII-010"", ""weight_km"": 153.089, ""level_gap"": 1}]"
CUS-I-107,Centro de Salud Cusco #107,Cusco,I-2,Centro de Salud,-12.825426,-71.552248,"[{""target_id"": ""CUS-HII-003"", ""weight_km"": 49.515, ""level_gap"": 1}, {""target_id"": ""CUS-HII-005"", ""weight_km"": 70.975, ""level_gap"": 1}, {""target_id"": ""CUS-HII-011"", ""weight_km"": 93.672, ""level_gap"": 1}, {""target_id"": ""APU-HII-010"", ""weight_km"": 163.811, ""level_gap"": 1}]"
CUS-I-108,Centro de Salud Cusco #108,Cusco,I-3,Centro de Salud,-14.035736,-71.275749,"[{""target_id"": ""CUS-HII-010"", ""weight_km"": 14.153, ""level_gap"": 1}, {""target_id"": ""CUS-HII-001"", ""weight_km"": 50.036, ""level_gap"": 1}, {""target_id"": ""CUS-HII-011"", ""weight_km"": 51.929, ""level_gap"": 1}, {""target_id"": ""APU-HII-008"", ""weight_km"": 149.151, ""level_gap"": 1}]"
CUS-I-109,Centro de Salud Cusco #109,Cusco,I-2,Centro de Salud,-13.259412,-71.572057,"[{""target_id"": ""CUS-HII-003"", ""weight_km"": 37.271, ""level_gap"": 1}, {""target_id"": ""CUS-HII-011"", ""weight_km"": 45.391, ""level_gap"": 1}, {""target_id"": ""CUS-HII-005"", ""weight_km"": 56.284, ""level_gap"": 1}, {""target_id"": ""APU-HII-010"", ""weight_km"": 142.379, ""level_gap"": 1}]"
CUS-I-110,Centro de Salud Cusco #110,Cusco,I-3,Centro de Salud,-13.053749,-71.7712,"[{""target_id"": ""CUS-HII-003"", ""weight_km"": 15.085, ""level_gap"": 1}, {""target_id"": ""CUS-HII-005"", ""weight_km"": 37.613, ""level_gap"": 1}, {""target_id"": ""CUS-HII-011"", ""weight_km"": 71.589, ""level_gap"": 1}, {""target_id"": ""APU-HII-010"", ""weight_km"": 130.616, ""level_gap"": 1}]"
CUS-I-111,Centro de Salud Cusco #111,Cusco,I-3,Centro de Salud,-13.766625,-71.765643,"[{""target_id"": ""CUS-HII-007"", ""weight_km"": 21.923, ""level_gap"": 1}, {""target_id"": ""CUS-HII-011"", ""weight_km"": 23.663, ""level_gap"": 1}, {""target_id"": ""CUS-HII-001"", ""weight_km"": 26.024, ""level_gap"": 1}, {""target_id"": ""APU-HII-008"", ""weight_km"": 102.429, ""level_gap"": 1}]"
CUS-I-112,Centro de Salud Cusco #112,Cusco,I-3,Centro de Salud,-13.864174,-71.13421,"[{""target_id"": ""CUS-HII-010"", ""weight_km"": 38.526, ""level_gap"": 1}, {""target_id"": ""CUS-HII-011"", ""weight_km"": 52.063, ""level_gap"": 1}, {""target_id"": ""CUS-HII-001"", ""weight_km"": 66.87, ""level_gap"": 1}, {""target_id"": ""APU-HII-008"", ""weight_km"": 166.153, ""level_gap"": 1}]"
CUS-I-113,Puesto de Salud Cusco #113,Cusco,I-2,Puesto de Salud,-13.391357,-71.761441,"[{""target_id"": ""CUS-HII-003"", ""weight_km"": 32.437, ""level_gap"": 1}, {""target_id"": ""CUS-HII-011"", ""weight_km"": 36.936, ""level_gap"": 1}, {""target_id"": ""CUS-HII-005"", ""weight_km"": 41.598, ""level_gap"": 1}, {""target_id"": ""APU-HII-010"", ""weight_km"": 119.057, ""level_gap"": 1}]"
CUS-I-114,Centro de Salud Cusco #114,Cusco,I-3,Centro de Salud,-13.698826,-72.511904,"[{""target_id"": ""CUS-HII-012"", ""weight_km"": 27.68, ""level_gap"": 1}, {""target_id"": ""CUS-HII-006"", ""weight_km"": 29.931, ""level_gap"": 1}, {""target_id"": ""CUS-HII-004"", ""weight_km"": 32.171, ""level_gap"": 1}, {""target_id"": ""APU-HII-010"", ""weight_km"": 37.515, ""level_gap"": 1}]"
CUS-I-115,Puesto de Salud Cusco #115,Cusco,I-3,Puesto de Salud,-13.3288,-72.369243,"[{""target_id"": ""CUS-HII-006"", ""weight_km"": 14.66, ""level_gap"": 1}, {""target_id"": ""CUS-HII-009"", ""weight_km"": 23.852, ""level_gap"": 1}, {""target_id"": ""CUS-HII-004"", ""weight_km"": 31.119, ""level_gap"": 1}, {""target_id"": ""APU-HII-010"", ""weight_km"": 59.13, ""level_gap"": 1}]"
CUS-I-116,Centro de Salud Cusco #116,Cusco,I-2,Centro de Salud,-13.983761,-71.457235,"[{""target_id"": ""CUS-HII-010"", ""weight_km"": 18.301, ""level_gap"": 1}, {""target_id"": ""CUS-HII-001"", ""weight_km"": 30.342, ""level_gap"": 1}, {""target_id"": ""CUS-HII-011"", ""weight_km"": 37.264, ""level_gap"": 1}, {""target_id"": ""APU-HII-008"", ""weight_km"": 129.955, ""level_gap"": 1}]"
CUS-I-117,Centro de Salud Cusco #117,Cusco,I-3,Centro de Salud,-13.329154,-72.222398,"[{""target_id"": ""CUS-HII-005"", ""weight_km"": 20.999, ""level_gap"": 1}, {""target_id"": ""CUS-HII-006"", ""weight_km"": 22.777, ""level_gap"": 1}, {""target_id"": ""CUS-HII-004"", ""weight_km"": 27.879, ""level_gap"": 1}, {""target_id"": ""APU-HII-010"", ""weight_km"": 73.288, ""level_gap"": 1}]"
CUS-I-118,Puesto de Salud Cusco #118,Cusco,I-3,Puesto de Salud,-13.867156,-71.905738,"[{""target_id"": ""CUS-HII-007"", ""weight_km"": 7.529, ""level_gap"": 1}, {""target_id"": ""CUS-HII-002"", ""weight_km"": 22.005, ""level_gap"": 1}, {""target_id"": ""CUS-HII-001"", ""weight_km"": 23.303, ""level_gap"": 1}, {""target_id"": ""APU-HII-008"", ""weight_km"": 84.554, ""level_gap"": 1}]"
CUS-I-119,Centro de Salud Cusco #119,Cusco,I-4,Centro de Salud,-13.849344,-71.087103,"[{""target_id"": ""CUS-HII-010"", ""weight_km"": 43.204, ""level_gap"": 1}, {""target_id"": ""CUS-HII-011"", ""weight_km"": 56.108, ""level_gap"": 1}, {""target_id"": ""CUS-HII-001"", ""weight_km"": 72.198, ""level_gap"": 1}, {""target_id"": ""APU-HII-008"", ""weight_km"": 171.429, ""level_gap"": 1}]"
CUS-I-120,Centro de Salud Cusco #120,Cusco,I-3,Centro de Salud,-13.715648,-71.493649,"[{""target_id"": ""CUS-HII-011"", ""weight_km"": 9.984, ""level_gap"": 1}, {""target_id"": ""CUS-HII-001"", ""weight_km"": 41.104, ""level_gap"": 1}, {""target_id"": ""CUS-HII-010"", ""weight_km"": 47.414, ""level_gap"": 1}, {""target_id"": ""APU-HII-008"", ""weight_km"": 132.053, ""level_gap"": 1}]"
CUS-I-121,Puesto de Salud Cusco #121,Cusco,I-2,Puesto de Salud,-13.972542,-71.53153,"[{""target_id"": ""CUS-HII-001"", ""weight_km"": 22.474, ""level_gap"": 1}, {""target_id"": ""CUS-HII-010"", ""weight_km"": 24.318, ""level_gap"": 1}, {""target_id"": ""CUS-HII-011"", ""weight_km"": 34.182, ""level_gap"": 1}, {""target_id"": ""APU-HII-008"", ""weight_km"": 122.09, ""level_gap"": 1}]"
CUS-I-122,Puesto de Salud Cusco #122,Cusco,I-4,Puesto de Salud,-13.072246,-72.413425,"[{""target_id"": ""CUS-HII-009"", ""weight_km"": 7.712, ""level_gap"": 1}, {""target_id"": ""CUS-HII-005"", ""weight_km"": 37.767, ""level_gap"": 1}, {""target_id"": ""CUS-HII-006"", ""weight_km"": 43.206, ""level_gap"": 1}, {""target_id"": ""APU-HII-010"", ""weight_km"": 74.416, ""level_gap"": 1}]"
CUS-I-123,Centro de Salud Cusco #123,Cusco,I-2,Centro de Salud,-13.193746,-71.525184,"[{""target_id"": ""CUS-HII-003"", ""weight_km"": 40.016, ""level_gap"": 1}, {""target_id"": ""CUS-HII-011"", ""weight_km"": 52.933, ""level_gap"": 1}, {""target_id"": ""CUS-HII-005"", ""weight_km"": 60.884, ""level_gap"": 1}, {""target_id"": ""APU-HII-010"", ""weight_km"": 149.315, ""level_gap"": 1}]"
CUS-I-124,Puesto de Salud Cusco #124,Cusco,I-3,Puesto de Salud,-13.81264,-71.743888,"[{""target_id"": ""CUS-HII-007"", ""weight_km"": 19.602, ""level_gap"": 1}, {""target_id"": ""CUS-HII-001"", ""weight_km"": 20.746, ""level_gap"": 1}, {""target_id"": ""CUS-HII-011"", ""weight_km"": 24.612, ""level_gap"": 1}, {""target_id"": ""APU-HII-008"", ""weight_km"": 103.033, ""level_gap"": 1}]"
CUS-I-125,Centro de Salud Cusco #125,Cusco,I-2,Centro de Salud,-12.966241,-72.632358,"[{""target_id"": ""CUS-HII-009"", ""weight_km"": 26.681, ""level_gap"": 1}, {""target_id"": ""CUS-HII-006"", ""weight_km"": 61.084, ""level_gap"": 1}, {""target_id"": ""CUS-HII-005"", ""weight_km"": 64.182, ""level_gap"": 1}, {""target_id"": ""APU-HII-010"", ""weight_km"": 73.557, ""level_gap"": 1}]"
CUS-I-126,Puesto de Salud Cusco #126,Cusco,I-3,Puesto de Salud,-14.188795,-72.865292,"[{""target_id"": ""CUS-HII-012"", ""weight_km"": 65.743, ""level_gap"": 1}, {""target_id"": ""CUS-HII-008"", ""weight_km"": 88.434, ""level_gap"": 1}, {""target_id"": ""CUS-HII-004"", ""weight_km"": 95.594, ""level_gap"": 1}, {""target_id"": ""APU-HII-008"", ""weight_km"": 25.391, ""level_gap"": 1}]"
CUS-I-127,Puesto de Salud Cusco #127,Cusco,I-2,Puesto de Salud,-14.071092,-72.227127,"[{""target_id"": ""CUS-HII-012"", ""weight_km"": 24.095, ""level_gap"": 1}, {""target_id"": ""CUS-HII-002"", ""weight_km"": 27.895, ""level_gap"": 1}, {""target_id"": ""CUS-HII-008"", ""weight_km"": 36.269, ""level_gap"": 1}, {""target_id"": ""APU-HII-008"", ""weight_km"": 46.456, ""level_gap"": 1}]"
CUS-I-128,Puesto de Salud Cusco #128,Cusco,I-2,Puesto de Salud,-13.402973,-71.809635,"[{""target_id"": ""CUS-HII-003"", ""weight_km"": 31.837, ""level_gap"": 1}, {""target_id"": ""CUS-HII-005"", ""weight_km"": 38.052, ""level_gap"": 1}, {""target_id"": ""CUS-HII-011"", ""weight_km"": 39.082, ""level_gap"": 1}, {""target_id"": ""APU-HII-010"", ""weight_km"": 113.693, ""level_gap"": 1}]"
CUS-I-129,Centro de Salud Cusco #129,Cusco,I-2,Centro de Salud,-13.346499,-72.015177,"[{""target_id"": ""CUS-HII-005"", ""weight_km"": 18.746, ""level_gap"": 1}, {""target_id"": ""CUS-HII-003"", ""weight_km"": 27.992, ""level_gap"": 1}, {""target_id"": ""CUS-HII-004"", ""weight_km"": 35.568, ""level_gap"": 1}, {""target_id"": ""APU-HII-010"", ""weight_km"": 93.632, ""level_gap"": 1}]"
CUS-I-130,Puesto de Salud Cusco #130,Cusco,I-2,Puesto de Salud,-12.908773,-72.431541,"[{""target_id"": ""CUS-HII-009"", ""weight_km"": 24.727, ""level_gap"": 1}, {""target_id"": ""CUS-HII-005"", ""weight_km"": 48.883, ""level_gap"": 1}, {""target_id"": ""CUS-HII-006"", ""weight_km"": 61.481, ""level_gap"": 1}, {""target_id"": ""APU-HII-010"", ""weight_km"": 88.352, ""level_gap"": 1}]"
CUS-I-131,Puesto de Salud Cusco #131,Cusco,I-4,Puesto de Salud,-14.085873,-71.721222,"[{""target_id"": ""CUS-HII-001"", ""weight_km"": 9.815, ""level_gap"": 1}, {""target_id"": ""CUS-HII-007"", ""weight_km"": 24.339, ""level_gap"": 1}, {""target_id"": ""CUS-HII-002"", ""weight_km"": 26.943, ""level_gap"": 1}, {""target_id"": ""APU-HII-008"", ""weight_km"": 101.006, ""level_gap"": 1}]"
CUS-I-132,Centro de Salud Cusco #132,Cusco,I-2,Centro de Salud,-13.657266,-72.394368,"[{""target_id"": ""CUS-HII-004"", ""weight_km"": 18.726, ""level_gap"": 1}, {""target_id"": ""CUS-HII-006"", ""weight_km"": 21.984, ""level_gap"": 1}, {""target_id"": ""CUS-HII-008"", ""weight_km"": 24.916, ""level_gap"": 1}, {""target_id"": ""APU-HII-010"", ""weight_km"": 48.9, ""level_gap"": 1}]"
CUS-I-133,Puesto de Salud Cusco #133,Cusco,I-3,Puesto de Salud,-13.317074,-71.857804,"[{""target_id"": ""CUS-HII-003"", ""weight_km"": 21.382, ""level_gap"": 1}, {""target_id"": ""CUS-HII-005"", ""weight_km"": 28.421, ""level_gap"": 1}, {""target_id"": ""CUS-HII-011"", ""weight_km"": 49.761, ""level_gap"": 1}, {""target_id"": ""APU-HII-010"", ""weight_km"": 110.879, ""level_gap"": 1}]"
CUS-I-134,Centro de Salud Cusco #134,Cusco,I-3,Centro de Salud,-13.377366,-71.938352,"[{""target_id"": ""CUS-HII-005"", ""weight_km"": 26.067, ""level_gap"": 1}, {""target_id"": ""CUS-HII-003"", ""weight_km"": 28.349, ""level_gap"": 1}, {""target_id"": ""CUS-HII-004"", ""weight_km"": 39.668, ""level_gap"": 1}, {""target_id"": ""APU-HII-010"", ""weight_km"": 100.711, ""level_gap"": 1}]"
CUS-I-135,Centro de Salud Cusco #135,Cusco,I-2,Centro de Salud,-13.988861,-72.869281,"[{""target_id"": ""CUS-HII-012"", ""weight_km"": 58.034, ""level_gap"": 1}, {""target_id"": ""CUS-HII-006"", ""weight_km"": 78.754, ""level_gap"": 1}, {""target_id"": ""CUS-HII-008"", ""weight_km"": 78.755, ""level_gap"": 1}, {""target_id"": ""APU-HII-008"", ""weight_km"": 25.014, ""level_gap"": 1}]"
CUS-I-136,Centro de Salud Cusco #136,Cusco,I-2,Centro de Salud,-13.651616,-72.442196,"[{""target_id"": ""CUS-HII-006"", ""weight_km"": 22.221, ""level_gap"": 1}, {""target_id"": ""CUS-HII-004"", ""weight_km"": 23.204, ""level_gap"": 1}, {""target_id"": ""CUS-HII-012"", ""weight_km"": 28.149, ""level_gap"": 1}, {""target_id"": ""APU-HII-010"", ""weight_km"": 43.695, ""level_gap"": 1}]"
CUS-I-137,Centro de Salud Cusco #137,Cusco,I-2,Centro de Salud,-14.20271,-71.878339,"[{""target_id"": ""CUS-HII-002"", ""weight_km"": 19.088, ""level_gap"": 1}, {""target_id"": ""CUS-HII-001"", ""weight_km"": 27.23, ""level_gap"": 1}, {""target_id"": ""CUS-HII-007"", ""weight_km"": 30.337, ""level_gap"": 1}, {""target_id"": ""APU-HII-008"", ""weight_km"": 85.121, ""level_gap"": 1}]"
CUS-I-138,Puesto de Salud Cusco #138,Cusco,I-4,Puesto de Salud,-13.64155,-71.937135,"[{""target_id"": ""CUS-HII-008"", ""weight_km"": 29.1, ""level_gap"": 1}, {""target_id"": ""CUS-HII-007"", ""weight_km"": 32.66, ""level_gap"": 1}, {""target_id"": ""CUS-HII-004"", ""weight_km"": 33.542, ""level_gap"": 1}, {""target_id"": ""APU-HII-008"", ""weight_km"": 91.864, ""level_gap"": 1}]"
CUS-I-139,Centro de Salud Cusco #139,Cusco,I-3,Centro de Salud,-13.081267,-72.555649,"[{""target_id"": ""CUS-HII-009"", ""weight_km"": 12.423, ""level_gap"": 1}, {""target_id"": ""CUS-HII-006"", ""weight_km"": 45.982, ""level_gap"": 1}, {""target_id"": ""CUS-HII-005"", ""weight_km"": 52.195, ""level_gap"": 1}, {""target_id"": ""APU-HII-010"", ""weight_km"": 65.042, ""level_gap"": 1}]"
CUS-I-140,Puesto de Salud Cusco #140,Cusco,I-4,Puesto de Salud,-13.799627,-72.782717,"[{""target_id"": ""CUS-HII-012"", ""weight_km"": 48.506, ""level_gap"": 1}, {""target_id"": ""CUS-HII-006"", ""weight_km"": 57.263, ""level_gap"": 1}, {""target_id"": ""CUS-HII-004"", ""weight_km"": 63.468, ""level_gap"": 1}, {""target_id"": ""APU-HII-010"", ""weight_km"": 23.608, ""level_gap"": 1}]"
CUS-I-141,Puesto de Salud Cusco #141,Cusco,I-3,Puesto de Salud,-13.218442,-72.858571,"[{""target_id"": ""CUS-HII-009"", ""weight_km"": 45.043, ""level_gap"": 1}, {""target_id"": ""CUS-HII-006"", ""weight_km"": 57.881, ""level_gap"": 1}, {""target_id"": ""CUS-HII-004"", ""weight_km"": 77.94, ""level_gap"": 1}, {""target_id"": ""APU-HII-001"", ""weight_km"": 37.233, ""level_gap"": 1}]"
CUS-I-142,Centro de Salud Cusco #142,Cusco,I-2,Centro de Salud,-14.10733,-71.690044,"[{""target_id"": ""CUS-HII-001"", ""weight_km"": 13.097, ""level_gap"": 1}, {""target_id"": ""CUS-HII-007"", ""weight_km"": 28.408, ""level_gap"": 1}, {""target_id"": ""CUS-HII-002"", ""weight_km"": 30.64, ""level_gap"": 1}, {""target_id"": ""APU-HII-008"", ""weight_km"": 104.403, ""level_gap"": 1}]"
CUS-I-143,Centro de Salud Cusco #143,Cusco,I-4,Centro de Salud,-12.824745,-72.399432,"[{""target_id"": ""CUS-HII-009"", ""weight_km"": 34.45, ""level_gap"": 1}, {""target_id"": ""CUS-HII-005"", ""weight_km"": 53.117, ""level_gap"": 1}, {""target_id"": ""CUS-HII-003"", ""weight_km"": 64.783, ""level_gap"": 1}, {""target_id"": ""APU-HII-010"", ""weight_km"": 98.194, ""level_gap"": 1}]"
CUS-I-144,Puesto de Salud Cusco #144,Cusco,I-4,Puesto de Salud,-14.047427,-71.265707,"[{""target_id"": ""CUS-HII-010"", ""weight_km"": 14.12, ""level_gap"": 1}, {""target_id"": ""CUS-HII-001"", ""weight_km"": 51.235, ""level_gap"": 1}, {""target_id"": ""CUS-HII-011"", ""weight_km"": 53.62, ""level_gap"": 1}, {""target_id"": ""APU-HII-008"", ""weight_km"": 150.192, ""level_gap"": 1}]"
CUS-I-145,Puesto de Salud Cusco #145,Cusco,I-4,Puesto de Salud,-13.223642,-72.391222,"[{""target_id"": ""CUS-HII-009"", ""weight_km"": 12.329, ""level_gap"": 1}, {""target_id"": ""CUS-HII-006"", ""weight_km"": 26.268, ""level_gap"": 1}, {""target_id"": ""CUS-HII-005"", ""weight_km"": 33.043, ""level_gap"": 1}, {""target_id"": ""APU-HII-010"", ""weight_km"": 63.952, ""level_gap"": 1}]"
CUS-I-146,Puesto de Salud Cusco #146,Cusco,I-3,Puesto de Salud,-13.259973,-71.218905,"[{""target_id"": ""CUS-HII-011"", ""weight_km"": 59.249, ""level_gap"": 1}, {""target_id"": ""CUS-HII-003"", ""weight_km"": 73.967, ""level_gap"": 1}, {""target_id"": ""CUS-HII-005"", ""weight_km"": 94.321, ""level_gap"": 1}, {""target_id"": ""APU-HII-010"", ""weight_km"": 179.503, ""level_gap"": 1}]"
CUS-I-147,Centro de Salud Cusco #147,Cusco,I-2,Centro de Salud,-13.321196,-71.132747,"[{""target_id"": ""CUS-HII-011"", ""weight_km"": 61.13, ""level_gap"": 1}, {""target_id"": ""CUS-HII-003"", ""weight_km"": 84.593, ""level_gap"": 1}, {""target_id"": ""CUS-HII-010"", ""weight_km"": 92.936, ""level_gap"": 1}, {""target_id"": ""APU-HII-008"", ""weight_km"": 185.142, ""level_gap"": 1}]"
CUS-I-148,Centro de Salud Cusco #148,Cusco,I-3,Centro de Salud,-12.987937,-72.84259,"[{""target_id"": ""CUS-HII-009"", ""weight_km"": 45.116, ""level_gap"": 1}, {""target_id"": ""CUS-HII-006"", ""weight_km"": 72.186, ""level_gap"": 1}, {""target_id"": ""CUS-HII-005"", ""weight_km"": 84.902, ""level_gap"": 1}, {""target_id"": ""APU-HII-001"", ""weight_km"": 60.489, ""level_gap"": 1}]"
CUS-I-149,Puesto de Salud Cusco #149,Cusco,I-2,Puesto de Salud,-13.041588,-72.505003,"[{""target_id"": ""CUS-HII-009"", ""weight_km"": 11.376, ""level_gap"": 1}, {""target_id"": ""CUS-HII-005"", ""weight_km"": 48.252, ""level_gap"": 1}, {""target_id"": ""CUS-HII-006"", ""weight_km"": 48.294, ""level_gap"": 1}, {""target_id"": ""APU-HII-010"", ""weight_km"": 71.586, ""level_gap"": 1}]"
CUS-I-150,Centro de Salud Cusco #150,Cusco,I-4,Centro de Salud,-13.951288,-72.170327,"[{""target_id"": ""CUS-HII-012"", ""weight_km"": 19.946, ""level_gap"": 1}, {""target_id"": ""CUS-HII-008"", ""weight_km"": 22.682, ""level_gap"": 1}, {""target_id"": ""CUS-HII-002"", ""weight_km"": 24.606, ""level_gap"": 1}, {""target_id"": ""APU-HII-008"", ""weight_km"": 54.524, ""level_gap"": 1}]"
CUS-I-151,Puesto de Salud Cusco #151,Cusco,I-4,Puesto de Salud,-13.688771,-71.33653,"[{""target_id"": ""CUS-HII-011"", ""weight_km"": 25.521, ""level_gap"": 1}, {""target_id"": ""CUS-HII-010"", ""weight_km"": 48.604, ""level_gap"": 1}, {""target_id"": ""CUS-HII-001"", ""weight_km"": 55.405, ""level_gap"": 1}, {""target_id"": ""APU-HII-008"", ""weight_km"": 149.136, ""level_gap"": 1}]"
CUS-I-152,Centro de Salud Cusco #152,Cusco,I-2,Centro de Salud,-13.559003,-71.914887,"[{""target_id"": ""CUS-HII-004"", ""weight_km"": 35.301, ""level_gap"": 1}, {""target_id"": ""CUS-HII-008"", ""weight_km"": 35.801, ""level_gap"": 1}, {""target_id"": ""CUS-HII-011"", ""weight_km"": 39.002, ""level_gap"": 1}, {""target_id"": ""APU-HII-008"", ""weight_km"": 99.005, ""level_gap"": 1}]"
CUS-I-153,Puesto de Salud Cusco #153,Cusco,I-4,Puesto de Salud,-13.6079,-71.565678,"[{""target_id"": ""CUS-HII-011"", ""weight_km"": 6.673, ""level_gap"": 1}, {""target_id"": ""CUS-HII-001"", ""weight_km"": 47.315, ""level_gap"": 1}, {""target_id"": ""CUS-HII-007"", ""weight_km"": 49.3, ""level_gap"": 1}, {""target_id"": ""APU-HII-008"", ""weight_km"": 129.104, ""level_gap"": 1}]"
CUS-I-154,Centro de Salud Cusco #154,Cusco,I-4,Centro de Salud,-13.115117,-72.165187,"[{""target_id"": ""CUS-HII-005"", ""weight_km"": 12.095, ""level_gap"": 1}, {""target_id"": ""CUS-HII-003"", ""weight_km"": 30.006, ""level_gap"": 1}, {""target_id"": ""CUS-HII-009"", ""weight_km"": 31.162, ""level_gap"": 1}, {""target_id"": ""APU-HII-010"", ""weight_km"": 90.66, ""level_gap"": 1}]"
CUS-I-155,Centro de Salud Cusco #155,Cusco,I-2,Centro de Salud,-13.428714,-72.561217,"[{""target_id"": ""CUS-HII-006"", ""weight_km"": 19.413, ""level_gap"": 1}, {""target_id"": ""CUS-HII-009"", ""weight_km"": 35.215, ""level_gap"": 1}, {""target_id"": ""CUS-HII-004"", ""weight_km"": 38.474, ""level_gap"": 1}, {""target_id"": ""APU-HII-010"", ""weight_km"": 35.601, ""level_gap"": 1}]"
CUS-I-156,Puesto de Salud Cusco #156,Cusco,I-2,Puesto de Salud,-14.06335,-71.750456,"[{""target_id"": ""CUS-HII-001"", ""weight_km"": 7.267, ""level_gap"": 1}, {""target_id"": ""CUS-HII-007"", ""weight_km"": 20.348, ""level_gap"": 1}, {""target_id"": ""CUS-HII-002"", ""weight_km"": 23.592, ""level_gap"": 1}, {""target_id"": ""APU-HII-008"", ""weight_km"": 97.876, ""level_gap"": 1}]"
CUS-I-157,Centro de Salud Cusco #157,Cusco,I-2,Centro de Salud,-12.851629,-71.608668,"[{""target_id"": ""CUS-HII-003"", ""weight_km"": 43.089, ""level_gap"": 1}, {""target_id"": ""CUS-HII-005"", ""weight_km"": 64.308, ""level_gap"": 1}, {""target_id"": ""CUS-HII-011"", ""weight_km"": 90.823, ""level_gap"": 1}, {""target_id"": ""APU-HII-010"", ""weight_km"": 157.077, ""level_gap"": 1}]"
CUS-I-158,Centro de Salud Cusco #158,Cusco,I-2,Centro de Salud,-14.026237,-71.711619,"[{""target_id"": ""CUS-HII-001"", ""weight_km"": 4.147, ""level_gap"": 1}, {""target_id"": ""CUS-HII-007"", ""weight_km"": 21.044, ""level_gap"": 1}, {""target_id"": ""CUS-HII-002"", ""weight_km"": 27.954, ""level_gap"": 1}, {""target_id"": ""APU-HII-008"", ""weight_km"": 102.235, ""level_gap"": 1}]"
CUS-I-159,Puesto de Salud Cusco #159,Cusco,I-4,Puesto de Salud,-13.188501,-72.751623,"[{""target_id"": ""CUS-HII-009"", ""weight_km"": 33.027, ""level_gap"": 1}, {""target_id"": ""CUS-HII-006"", ""weight_km"": 49.872, ""level_gap"": 1}, {""target_id"": ""CUS-HII-004"", ""weight_km"": 70.293, ""level_gap"": 1}, {""target_id"": ""APU-HII-010"", ""weight_km"": 46.296, ""level_gap"": 1}]"
CUS-I-160,Centro de Salud Cusco #160,Cusco,I-4,Centro de Salud,-13.940963,-71.151774,"[{""target_id"": ""CUS-HII-010"", ""weight_km"": 31.138, ""level_gap"": 1}, {""target_id"": ""CUS-HII-011"", ""weight_km"": 54.592, ""level_gap"": 1}, {""target_id"": ""CUS-HII-001"", ""weight_km"": 63.588, ""level_gap"": 1}, {""target_id"": ""APU-HII-008"", ""weight_km"": 163.216, ""level_gap"": 1}]"
